champlain, flathead, goose, great_salt_lake, lower_red, manitoba, marion, mcconaugh, mead, mille_lacs_lake, mono, moultrie, nipigon, okeechobee, oneida, pontchartrain, sakakawea, salton_sea, sebago, tahoe, upper_klamath, winnebago, winnipesaukee
20191008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191030, 0, 0, 0, 0, 0, 0.04, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191031, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191101, 0, 0, 0, 0.01, 0, 0.16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191102, 0, 0, 0, 0.01, 0, 0.14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191103, 0, 0, 0, 0.01, 0, 0.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191104, 0, 0, 0, 0.01, 0, 0.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191105, 0, 0, 0, 0, 0, 0.27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191106, 0, 0, 0, 0, 0.2, 0.64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191107, 0, 0, 0, 0, 0.57, 0.95, 0, 0, 0, 0.12, 0, 0, 0.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191108, 0, 0, 0, 0, 0.99, 1, 0, 0, 0, 0.52, 0, 0, 0.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191109, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0.82, 0, 0, 0.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191110, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0.87, 0, 0, 0.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20191111, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0.98, 0, 0, 0.03, 0, 0, 0, 0.04, 0, 0, 0, 0, 0, 0
20191112, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0.04, 0, 0, 0, 0.11, 0, 0, 0, 0, 0.16, 0
20191113, 0.01, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0.05, 0, 0, 0, 0.22, 0, 0, 0, 0, 0.69, 0
20191114, 0.03, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0.06, 0, 0.07, 0, 0.24, 0, 0, 0, 0, 0.96, 0
20191115, 0.04, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0.08, 0, 0.1, 0, 0.05, 0, 0, 0, 0, 0.96, 0
20191116, 0.02, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0.19, 0, 0.02, 0, 0.01, 0, 0, 0, 0, 0.95, 0
20191117, 0.05, 0, 0, 0, 1, 1, 0, 0, 0, 0.9, 0, 0, 0.18, 0, 0.04, 0, 0, 0, 0, 0, 0, 0.96, 0
20191118, 0.09, 0, 0, 0, 1, 1, 0, 0, 0, 0.72, 0, 0, 0.09, 0, 0.08, 0, 0, 0, 0, 0, 0, 0.96, 0
20191119, 0.11, 0, 0, 0, 1, 1, 0, 0, 0, 0.73, 0, 0, 0.08, 0, 0.07, 0, 0, 0, 0, 0, 0, 0.95, 0
20191120, 0.11, 0, 0, 0, 1, 1, 0, 0, 0, 0.65, 0, 0, 0.07, 0, 0.05, 0, 0, 0, 0, 0, 0, 0.94, 0
20191121, 0.11, 0, 0, 0, 1, 1, 0, 0, 0, 0.54, 0, 0, 0.05, 0, 0.04, 0, 0, 0, 0, 0, 0, 0.93, 0
20191122, 0.1, 0, 0, 0, 1, 1, 0, 0, 0, 0.45, 0, 0, 0.08, 0, 0.02, 0, 0.01, 0, 0, 0, 0, 0.37, 0
20191123, 0.05, 0, 0, 0, 1, 1, 0, 0, 0, 0.69, 0, 0, 0.18, 0, 0.01, 0, 0.01, 0, 0, 0, 0, 0.26, 0
20191124, 0.06, 0, 0, 0, 1, 1, 0, 0, 0, 0.75, 0, 0, 0.11, 0, 0.01, 0, 0, 0, 0, 0, 0, 0.24, 0
20191125, 0.06, 0, 0, 0, 1, 1, 0, 0, 0, 0.68, 0, 0, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0.09, 0
20191126, 0.06, 0, 0, 0, 1, 1, 0, 0, 0, 0.43, 0, 0, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0.03, 0
20191127, 0.04, 0, 0, 0, 1, 1, 0, 0, 0, 0.37, 0, 0, 0.11, 0, 0, 0, 0, 0, 0, 0, 0, 0.01, 0
20191128, 0.04, 0, 0.01, 0, 1, 1, 0, 0, 0, 0.38, 0, 0, 0.22, 0, 0, 0, 0.01, 0, 0, 0, 0, 0, 0
20191129, 0.03, 0, 0.11, 0, 1, 1, 0, 0, 0, 0.39, 0, 0, 0.33, 0, 0, 0, 0.04, 0, 0, 0, 0, 0, 0
20191130, 0.03, 0, 0.23, 0, 1, 1, 0, 0, 0, 0.39, 0, 0, 0.46, 0, 0, 0, 0.06, 0, 0, 0, 0.01, 0, 0
20191201, 0.06, 0, 0.34, 0, 1, 1, 0, 0, 0, 0.39, 0, 0, 0.58, 0, 0.01, 0, 0.07, 0, 0, 0, 0.12, 0, 0
20191202, 0.1, 0, 0.12, 0.03, 1, 1, 0, 0, 0, 0.39, 0, 0, 0.69, 0, 0.08, 0, 0.12, 0, 0, 0, 0.05, 0.01, 0
20191203, 0.11, 0, 0.04, 0.04, 1, 1, 0, 0, 0, 0.38, 0, 0, 0.79, 0, 0.07, 0, 0.13, 0, 0, 0, 0.03, 0.01, 0
20191204, 0.12, 0, 0.02, 0.03, 1, 1, 0, 0, 0, 0.38, 0, 0, 0.84, 0, 0.07, 0, 0.1, 0, 0, 0, 0.02, 0, 0
20191205, 0.11, 0, 0.02, 0.04, 1, 1, 0, 0, 0, 0.39, 0, 0, 0.91, 0, 0.07, 0, 0.1, 0, 0, 0, 0.01, 0, 0
20191206, 0.11, 0, 0, 0.05, 1, 1, 0, 0, 0, 0.39, 0, 0, 0.95, 0, 0.07, 0, 0.14, 0, 0, 0, 0.01, 0, 0
20191207, 0.12, 0, 0, 0.03, 1, 1, 0, 0, 0, 0.4, 0, 0, 0.97, 0, 0.07, 0, 0.19, 0, 0, 0, 0.01, 0, 0
20191208, 0.16, 0, 0, 0.02, 1, 1, 0, 0, 0, 0.42, 0, 0, 0.98, 0, 0.07, 0, 0.2, 0, 0.05, 0, 0, 0, 0.05
20191209, 0.22, 0, 0, 0.02, 1, 1, 0, 0, 0, 0.42, 0, 0, 0.98, 0, 0.07, 0, 0.18, 0, 0.14, 0, 0, 0, 0.14
20191210, 0.15, 0, 0, 0.02, 1, 1, 0, 0, 0, 0.42, 0, 0, 0.99, 0, 0.06, 0, 0.19, 0, 0, 0, 0, 0, 0.01
20191211, 0.09, 0, 0, 0.02, 1, 1, 0, 0, 0, 0.44, 0, 0, 0.99, 0, 0.06, 0, 0.33, 0, 0, 0, 0, 0.18, 0
20191212, 0.14, 0, 0, 0.02, 1, 1, 0, 0, 0, 0.47, 0, 0, 1, 0, 0.07, 0, 0.81, 0, 0, 0, 0, 0.78, 0
20191213, 0.17, 0, 0, 0.01, 1, 1, 0, 0, 0, 0.5, 0, 0, 1, 0, 0.09, 0, 0.86, 0, 0, 0, 0, 0.86, 0.02
20191214, 0.16, 0, 0, 0.01, 1, 1, 0, 0, 0, 0.51, 0, 0, 1, 0, 0.09, 0, 0.89, 0, 0, 0, 0, 0.88, 0.02
20191215, 0.14, 0, 0, 0.01, 1, 1, 0, 0, 0, 0.51, 0, 0, 1, 0, 0.03, 0, 0.98, 0, 0, 0, 0.01, 0.93, 0
20191216, 0.13, 0, 0, 0.01, 1, 1, 0, 0, 0, 0.54, 0, 0, 1, 0, 0.03, 0, 0.99, 0, 0, 0, 0.01, 0.98, 0
20191217, 0.19, 0, 0, 0.02, 1, 1, 0, 0.21, 0, 0.56, 0, 0, 1, 0, 0.06, 0, 1, 0, 0, 0.02, 0.01, 0.98, 0
20191218, 0.25, 0, 0.04, 0.17, 1, 1, 0, 0.39, 0, 0.57, 0, 0, 1, 0, 0.07, 0, 1, 0, 0.01, 0.03, 0.06, 0.98, 0
20191219, 0.27, 0, 0.03, 0.37, 1, 1, 0, 0.32, 0, 0.61, 0, 0, 1, 0, 0.1, 0, 1, 0, 0.01, 0.04, 0.07, 0.98, 0.01
20191220, 0.65, 0, 0, 0.46, 1, 1, 0, 0.3, 0, 0.63, 0, 0, 1, 0, 0.25, 0, 1, 0, 0.09, 0.04, 0.03, 0.98, 0.11
20191221, 0.87, 0, 0, 0.54, 1, 1, 0, 0.23, 0, 0.65, 0, 0, 1, 0, 0.41, 0, 1, 0, 0.18, 0.04, 0.01, 0.94, 0.17
20191222, 0.91, 0, 0, 0.61, 1, 1, 0, 0.16, 0, 0.67, 0, 0, 1, 0, 0.5, 0, 1, 0, 0.24, 0, 0, 0.91, 0.21
20191223, 0.9, 0, 0, 0.65, 1, 1, 0, 0.14, 0, 0.67, 0, 0, 1, 0, 0.48, 0, 1, 0, 0.25, 0, 0, 0.76, 0.21
20191224, 0.63, 0, 0, 0.63, 1, 1, 0, 0.11, 0, 0.68, 0, 0, 1, 0, 0.35, 0, 1, 0, 0.22, 0, 0, 0.64, 0.19
20191225, 0.54, 0, 0, 0.51, 1, 1, 0, 0.1, 0, 0.68, 0, 0, 1, 0, 0.17, 0, 1, 0, 0.16, 0.01, 0.02, 0.63, 0.07
20191226, 0.61, 0, 0, 0.48, 1, 1, 0, 0.1, 0, 0.68, 0, 0, 1, 0, 0.18, 0, 1, 0, 0.22, 0.03, 0.02, 0.61, 0.09
20191227, 0.68, 0.03, 0.05, 0.47, 1, 1, 0, 0.09, 0, 0.68, 0, 0, 1, 0, 0.14, 0, 1, 0, 0.34, 0.03, 0.03, 0.6, 0.17
20191228, 0.31, 0.06, 0.17, 0.5, 1, 1, 0, 0.06, 0, 0.69, 0, 0, 1, 0, 0.13, 0, 1, 0, 0.18, 0.05, 0.08, 0.61, 0.1
20191229, 0.28, 0.09, 0.29, 0.59, 1, 1, 0, 0.04, 0, 0.71, 0, 0, 1, 0, 0.1, 0, 1, 0, 0.15, 0.07, 0.11, 0.71, 0.04
20191230, 0.32, 0.11, 0.33, 0.68, 1, 1, 0, 0.04, 0, 0.71, 0, 0, 1, 0, 0.07, 0, 1, 0, 0.19, 0.08, 0.12, 0.66, 0.05
20191231, 0.33, 0.03, 0.33, 0.73, 1, 1, 0, 0.04, 0, 0.71, 0, 0, 1, 0, 0.07, 0, 1, 0, 0.21, 0.06, 0.1, 0.64, 0.06
